,TweetID,TweetContent,TweeterUsername,TweetDatetime
0,1201289834305863682,Welp. Should've joined Vape naysh while you had the chance. https://t.co/oT22DQLSr2,BenIsHappi,2019-12-01 23:59:50+00:00
1,1201289735559372800,"I'd never wish for someone to return to smoking.

But when you quit smoking with a mint JUUL and then vote to ban their sale ... I start to consider changing my position.

I hope some part of you feels bad about this, @coreyinNYC. 

https://t.co/GWdCuRp2f9",GregTHR,2019-12-01 23:59:26+00:00
2,1201289608891383808,"I lost my ??6th vape pen

woo",emonayyyyyy,2019-12-01 23:58:56+00:00
3,1201289313213923328,There's still more #holidayseason #herbal #vaping #shopping to do at @VaporizerChief!,VaporizerChief,2019-12-01 23:57:45+00:00
4,1201289228610658305,I am so thankful that I am not interested in smoking or vaping,birri_san,2019-12-01 23:57:25+00:00
5,1201289201209270278,"Simple, convenient, and easy to use is the best way to describe the Honey Dabber II from Honey Labs. Made from the cherry wood, the Honey Dabber II is a perfect instrument for getting the most out of your favorite vaping material.

https://t.co/oO0KAtu6tw https://t.co/76yZ8DnPmx",VaporizerChief,2019-12-01 23:57:19+00:00
6,1201289092711010314,"I hate the boomers that complain about 11 people who have gone to the hospital for vape related issues. Since you were born, there’s been 7+ million people a year that die from cigarettes, why not complain about that? 11 a year &gt; 7 million a year.",Ciiiiso,2019-12-01 23:56:53+00:00
7,1201289082359418881,when will Juul ban the harrassMINT flavor?,actually_olive,2019-12-01 23:56:50+00:00
8,1201288917644824576,"The nape of the neck, the vape of the Shrek",damonagnos,2019-12-01 23:56:11+00:00
9,1201288720512700420,Wow leci picked up my ft hitting a juul.....,suupppeeerrrfly,2019-12-01 23:55:24+00:00
10,1201288579676291072,DOES ANYONE REMEMBER THE PICTURE OF JACK AND ZACH AND THERE WAS A JUUL ON ZACH AND THEY SAID IT WAS A REMOTE OR SOMETHING,WlLDFLOWERCV,2019-12-01 23:54:50+00:00
11,1201288568423014401,"🔥🔥 Top #VapeJuice Deal 🔥🔥

Jam Monster E-Liquid (8 Flavors) 100ml - $5.97 
___
#CyberMonday
https://t.co/suQHLiNP88",vape_sales,2019-12-01 23:54:48+00:00
12,1201288566778654725,How come vape is a healthier option?? https://t.co/2OiA0cwIry,Munirah_Zaky,2019-12-01 23:54:47+00:00
13,1201288531391516674,I had to cut a guy off because he vapes #MAMAVOTE #SEVENTEEN @pledis_17 https://t.co/gCkpVYvMup,svthic,2019-12-01 23:54:39+00:00
14,1201288463959646209,Fuck Mother Nature bitch swallowed my vape up in that snow 😤,akey111,2019-12-01 23:54:23+00:00
15,1201288224754339841,20% Off #DrDabber #AaronKai #Aurora X #VapePen For #Wax #Concentrates Now @ https://t.co/jzG4GNSxCB #Dabs #Dablife #Vape #Vaporize #Vapelife #THC #MMJ #Legalize #HighTimes #420Friendly #CyberMondayDeals,VapePenUs,2019-12-01 23:53:26+00:00
16,1201288119863201797,"End your weekend right with 10% off vapes, batteries, and glass.

#CannabisDeals #CannabisCommunity #WeedDeals #WeedSpecials #TheKindCenter https://t.co/0NumBhCmFi",kindcenter420,2019-12-01 23:53:01+00:00
17,1201288092650524672,Here we go - I’ve heard countless vape advocates warn that the issue is not just about vaping but about personal freedom and liberty - if they start a prohibitionist wave it will keep on rolling! 😤😤😡😡 https://t.co/rYGwxoX0MR,jerfulsr,2019-12-01 23:52:54+00:00
18,1201287983254659072,"Her: you mind if I vape real quick Ive been waiting to hit this for a while 
Me: yeah it's cool I don't really mind 
Her: No really you can switch to the other window if you want
Me: No really it's fine
Her: No really 
Me: NO, REALLY GO FOR IT",dam_rae,2019-12-01 23:52:28+00:00
19,1201287903223177217,"Imagine if vapes didnt exists, we’d be back in the 60s",kenzieraecal,2019-12-01 23:52:09+00:00
20,1201287731348938752,I just saw some guy with a reed in his mouth and I seriously thought he was vaping.,danielaml___,2019-12-01 23:51:28+00:00
21,1201287574398087168,The Department of Finance is pushing for a ban on flavored electronic cigarettes or vapes to discourage the youth from buying these products. | @bendeveraINQ https://t.co/R7U7Wpxk6X,inquirerdotnet,2019-12-01 23:50:51+00:00
22,1201287436636246016,New report hints at why vaping illnesses may have sprung up in 2019 https://t.co/rE3OedJBzV,IOrchidea,2019-12-01 23:50:18+00:00
23,1201287379085979648,"Fuck a rap battle. If you want to win my love, I need a juul duel.",ayyo_kenzie,2019-12-01 23:50:04+00:00
24,1201287374480855040,"Five Best Vaping Pod Systems 2019
https://t.co/e8NISM6YSL …

 #smoke #smoking #vaporizer #vape #vaping #tobacco #nicotine #weedlife #weed #MJ #marijuananews #marijuana #high #hightimes #puff #StonerLife #ecigs #ecigarettes #pipesarsenal #clouds #pod #tank #ejuice #eliquid #guide https://t.co/lXhLycYydu",ArsenalPipes,2019-12-01 23:50:03+00:00
25,1201287022956175360,"Hits vape:
.
.
.
Who does the electricy company pay for using electricity?? 😮😨 https://t.co/2IDLPjEALS",KxngParker29,2019-12-01 23:48:39+00:00
26,1201286954182225920,More people are likely to die due to lack of access to e-cigarettes than will die of vaping. https://t.co/7biYoHSsxs via @slate,TimothyTTaylor,2019-12-01 23:48:23+00:00
27,1201286825018642436,at MSG a small child just asked me if i could hold his vape for him till we passed through the security line. Didn’t know whether to reprimand him or ask him advice on picking up chix,HowYouDoon,2019-12-01 23:47:52+00:00
28,1201286597972393985,I will venmo someone 45 dollars if they eat a juul pod included,bigTJhorizontal,2019-12-01 23:46:58+00:00
29,1201286594394759168,this van is stirring up a bunch of coffee scrambled eggs french toast peanuts a turkey sandwich with mustard and juul pods stay tuned for the results,skateforjake,2019-12-01 23:46:57+00:00
30,1201286124158816257,"Vape Pen w/ Cartridge 
https://t.co/CnvVBeV8DY https://t.co/Q9AouxVrOk",SupportOrenda,2019-12-01 23:45:05+00:00
31,1201286094202929152,Nice finally turned to 14 https://t.co/RiEURrbrGi,op_vape,2019-12-01 23:44:58+00:00
32,1201285819517898752,"Orgnx
.
.
.
#vape #vape💨 #vapetricks #vapenation #vapehard #vicsviciousvapes #viciousfam #vapestyle #vapestyles #subohmlife #calivapes #calivapors #girlswhovape #guyswhovape #trashtheash #notblowingsmoke 
Warning this product contains nicotine nicotine is a addictive chemical",VVVapes,2019-12-01 23:43:52+00:00
33,1201285793333043203,I’m stockpiling mint Juul pods at this point,_vrose,2019-12-01 23:43:46+00:00
34,1201285685749145601,I lost 2 juuls in 4 days 🥴,DelaneyCollier8,2019-12-01 23:43:20+00:00
35,1201285433826709504,An anti-vaping ad followed by a car commercial.,KeahiKaiwi,2019-12-01 23:42:20+00:00
36,1201285431473524736,"If you are nnot a gamer we also make Vape, E-cig, and modfications as well as Civilasation 2, Ingress free coins ,",jason28_hongfu,2019-12-01 23:42:20+00:00
37,1201285414738370567,"Trump/GOP is major threat to lives of our children from gun violence, vaping epidemic, climate change, polluted air &amp; water. #VoteBlueToSaveAmerica https://t.co/tiiNUH7Ocj",PeaceVotesBlue,2019-12-01 23:42:16+00:00
38,1201284892774023168,#Vaping has become a rising problem among teens. There have been many cases where illnesses are linked directly to it. The United States is discussing whether there should be a #legal age of 21. What are your thoughts? https://t.co/75pJ7eojtG,stephanierampat,2019-12-01 23:40:11+00:00
39,1201284832078135296,“I Dont Smoke” by Mitski except vape edition so the first lines are I don’t vape except for when I’m missing you. To remember your mouth how it tasted true❤️,gracefurby,2019-12-01 23:39:57+00:00
40,1201284692093394944,#parents | #teensvaping | ‘It’s just everywhere’: Louisiana schools struggle to slow vaping use among students | Health care/Hospitals https://t.co/6CB8iXklHG https://t.co/HQHqrWLMiX,ParentSecurity,2019-12-01 23:39:24+00:00
41,1201284643326242817,u ever just had a juul pod for dinner?,jillrynders,2019-12-01 23:39:12+00:00
42,1201284322298347520,i’m more addicted to a juul than i ever was with cigarettes. how do i stop lbvs,_laurenroth,2019-12-01 23:37:55+00:00
43,1201284239133683712,Dr. Fog Jelly Beans 50ml – Jelly Bean Ananas – Shake’n Vape (ohne Nikotin)  https://t.co/itTlfgyCrw,WaldschratsLife,2019-12-01 23:37:36+00:00
44,1201284214005649408,Dr. Fog Jelly Beans 50ml – Jelly Bean Wassermelone – Shake’n Vape (ohne Nikotin)  https://t.co/Kkx2FFBJif,WaldschratsLife,2019-12-01 23:37:30+00:00
