,TweetID,TweetContent,TweeterUsername,TweetDatetime,TweetLongitude,TweetLatitude,TweetPlace
0,1547007754967162887,"Please stop listening to music before it becomes such a habit that you neglect the Salah, shaytan lures you in to believing deluding you that it's okay then when you become addicted it's hard to quit. Likewise with smoking a vaping‼️‼️‼️",Chagzyahya,2022-07-12 23:59:25+00:00,,,
1,1547007745286627328,grape vape is just terrible it made me nearly throw up idk what that man is doing,VERUMlS,2022-07-12 23:59:23+00:00,,,
2,1547007477438451719,Had a dream that my vape quit working and nobody would give me a cig so I threw a chair. Woke myself up by doing a chair throwing motion in bed,26pearls,2022-07-12 23:58:19+00:00,,,
3,1547007392231088129,#girlswhosmoke #vape #wizkhalifa California Supports Sustainable Cannabis Growers With $1.7M In Grants #blunt via https://t.co/vGpUl7IWpn,420growlife,2022-07-12 23:57:58+00:00,,,
4,1547007339248713729,Constant thought: I really need to rip my vape rn,abraKayydabra,2022-07-12 23:57:46+00:00,,,
5,1547007156939067392,i wany to vape,starving4yj,2022-07-12 23:57:02+00:00,,,
6,1547006977754136585,We get it... you vape. https://t.co/gCwQKEUKYX,MarcusBrodie6,2022-07-12 23:56:20+00:00,,,
7,1547006859692969987,[during sex] where's my vape,iblamemolly,2022-07-12 23:55:52+00:00,,,
8,1547006642574671879,"Wotofo Airy 💯
📝Mesh Coil by nexMESH Tech
📝850 mAh Battery
📝12.0 mL E-Liquid Capacity
📝Up to 1000 Puffs 

Get it in 👉https://t.co/ZEgZutGhgF
#wotofo #wotofoairy #airy1000 #vaping #worldvapeshop #vapefriends #vapelifestyle #vapeuae https://t.co/DOiEvZwmzK",wotofoofficial,2022-07-12 23:55:00+00:00,,,
9,1547006421472088064,"okay no problem, I’ll just quit vaping and replace it with a Red Bull a day *instantly sees a tiktok about a 28 year old getting early heart disease from drinking energy drinks*",houseofbuttz,2022-07-12 23:54:07+00:00,,,
10,1547006230471888902,Lo haremos !!!💪💪💪,yolda_vape,2022-07-12 23:53:21+00:00,,,
11,1547006097260781569,Wow didn’t think we would see Vape Ape sell,phunkyflips,2022-07-12 23:52:50+00:00,,,
12,1547005810798051328,Maybe I’m way off the mark here but: Shouldn’t we care more about people incarcerated in Texas for possessing cannabis vape pens than Americans in jail in Russia with cannabis vape pens?,TheTomLynn,2022-07-12 23:51:41+00:00,-117.274492,33.521653,"Murrieta, CA"
13,1547005628287258625,flavor disposable vapes available in store 😮‍💨 https://t.co/ys1lzebLSe,dreamzsmokeshop,2022-07-12 23:50:58+00:00,,,
14,1547005421424353280,There was a dude vaping in my minions screening,JDevlin95,2022-07-12 23:50:09+00:00,144.95858350523423,-37.825759445518344,Crown Casino Multi-Level Carpark
15,1547005154238644225,i lose my phone more then i lose my vape istg,https_paris,2022-07-12 23:49:05+00:00,,,
16,1547005108264779776,"#edibles #cbd #gummies #hemp  #vapejuice #delta9 Mango Kush CBD Disposable Vape Pen, Forget the coffee. Add some real buzz to your next Doughnut run. Doughnuts Active CBD Disposable Vape Pens, now in Mango Kush, blend the sweet and https://t.co/rGDmh8NEkh #cbdedibles #delta8 https://t.co/hS4LqiJ4HM",CBDSmokeShop,2022-07-12 23:48:54+00:00,,,
17,1547005017990631424,when a rabid deer vapes dat crisp nintendo 3DS. wow. X'D,bzzzzzzzzzzzzzt,2022-07-12 23:48:32+00:00,,,
18,1547004961858502656,12 hours no vape https://t.co/u26g9SjPbS,machinegrrl,2022-07-12 23:48:19+00:00,,,
19,1547004814986551296,&amp; this is the reason why I don’t fw em or vapes😭 blunt me please,Leondra_Love,2022-07-12 23:47:44+00:00,,,
20,1547004366716026880,buying juul pods off the black market fr https://t.co/nNmbdklYkU,edebunna,2022-07-12 23:45:57+00:00,,,
21,1547004255181340673,Is Smoking and Vaping Nicotine Sinful for Christians? | Should Christians Smoke Cigarettes? https://t.co/nUTAvgaai7,patrickjane3169,2022-07-12 23:45:31+00:00,,,
22,1547002974488051712,"it's time to go outside with me and vape, twitter",NoraReed,2022-07-12 23:40:25+00:00,,,
23,1547002730283241474,"#DumbAss
LeBron James questions
why Brittney Griner would

'want to go back to America'
after slow response from US government.

Griner had vape pens containing hashish oil in a flight bag. 
Plead guilty to drug possession will appear in court Thursday.

https://t.co/kUMzeEKLaL",TexasBlooz,2022-07-12 23:39:27+00:00,,,
24,1547002634183348224,They need to make a B.O flavored vape,ramenr0b,2022-07-12 23:39:04+00:00,,,
25,1547002628852301824,"Find all your #ecig / #vape supplies at @MKEVape on @BradystreetBID in #Milwaukee! Helpful, knowledgeable staff. https://t.co/SYMHfJQ3mQ #MKE #travel #shopping #smoke #ecigarettes #ejuice https://t.co/6iri7myVuJ",eVisitorGuide,2022-07-12 23:39:03+00:00,,,
26,1547002560590106625,6 bathroom breaks at the office to rip juul clouds in the stall 🤝,titantfup,2022-07-12 23:38:47+00:00,,,
27,1547002495574106112,"Anti-Vaping Rhetoric Misleads Public About E-Cigarette Safety, Study Finds https://t.co/TSBrK8smbB",VapinGreek,2022-07-12 23:38:31+00:00,,,
28,1547002455350808577,Woke up and hit my vape and watched reality tv,CutieWithAUti,2022-07-12 23:38:21+00:00,,,
29,1547002338086424583,"#thc #cbdhealth #cbd #cannabis
 Many CBD customers are fairly new to vaping. That is why wrote this article on the best reasons to use CBD vape pens. At the same time, consumers all around the world are raving about the enjoyable https://t.co/ay2cC0YInz #hemp #cannabiscommunity https://t.co/UFxtWXqEN9",cbdhealthbasket,2022-07-12 23:37:53+00:00,,,
30,1547002337243193344,"lowkey jealous of the vape, like how come it gets to be in your mouth so often and I don't hmm? 🤔",QueerioConLeche,2022-07-12 23:37:53+00:00,,,
31,1547002303063789569,i swallowed my vape so i can be a loser 24/7,alaskafornia,2022-07-12 23:37:45+00:00,,,
32,1547001896006811648,dude i’m gonna!! explode. i want a specific vape but i can’t order it!! cause my card isn’t 21+ and the site checks!! aaugfgrggh,manliker42069,2022-07-12 23:36:08+00:00,,,
33,1547001886385082369,FDA wasting money on teen vape campaign vs. e-cigarettes ? | Opinion https://t.co/3zvqeDHPf7,FDA_Track,2022-07-12 23:36:06+00:00,,,
34,1547001487624060928,"Tobacco and vaping are destructive to the environment. @NationalPrks help protect our public spaces by adopting 100% tobacco and vape-free policies that protect our streams, beaches, forests, and health. @truthorange https://t.co/OgS6gsAH26",dvomstee,2022-07-12 23:34:31+00:00,,,
35,1547001348666933248,😮‍💨 them vapes be hurting 🥹,Dru_jer,2022-07-12 23:33:58+00:00,,,
36,1547001303544520705,Vaping: An Unnecessarily Dangerous Lifestyle Choice | Nature's Real Health https://t.co/y2NJi6qski,nicktompan,2022-07-12 23:33:47+00:00,,,
37,1547001267624574979,"Armerah Flat 510 #driptip #ecig mouthpiece, short with narrow/small bore, made from lightweight aluminium, ideal for MTL (mouth to lung) vaping. £2.99 each, fast shipping from UK stock, buy online here https://t.co/fYNQyJX0V4 https://t.co/lkpEOmt2Ag",armerahuk,2022-07-12 23:33:38+00:00,,,
38,1547001241439543296,"Steve is right in the 3 quick cards that he just did he said: "" if you want to stop doing something you can try it. I honestly haven't even cared to vape lately. I just set down. I may have vaped once or twice but, other than that I don't even think about doing it @sexysoultribe",JS42809447,2022-07-12 23:33:32+00:00,,,
39,1547001001063772160,"They’re a 4, but they give their B1, G1 disposable vape to you.",high90sla,2022-07-12 23:32:35+00:00,,,
40,1547000386757619713,Me trying to convince my skinny friends to stop vaping cuz I’m jealous I don’t have one https://t.co/EbJ4PDseYc,oldspicefijibut,2022-07-12 23:30:08+00:00,,,
41,1547000374074085377,Don’t Juul Be Cool,Dont_Vape_Bot,2022-07-12 23:30:05+00:00,,,
42,1547000353173803009,"Despite the fact they ""did not have information regarding alcohol or other drug use by participants during pregnancy"" including SMOKING, researchers ridiculously claim it was vaping in the last 3 mos that was associated with unfavorable birth outcomes.

https://t.co/vs671oLPpA",CASAAmedia,2022-07-12 23:30:00+00:00,,,
43,1547000201273118722,What should FDA do with respect to synthetic nicotine PMTAs after 7/13/22?  Read our exec director's analysis of why the new synthetic law does NOT require FDA to remove synthetic nicotine products -- with PMTAs filed -- from the market. #discretion #innovation #nicotine #vaping,VaporTechAssoc,2022-07-12 23:29:24+00:00,,,
