,TweetID,TweetContent,TweeterUsername,TweetDatetime
0,1072642100766932992,"In the US, ~2 million middle &amp; high school students use electronic nicotine devices, but can vaping be dangerous to their health? Watch @pfizer's Dr. Freda Lewis-Hall discuss the potential health risks. #DrPhil
https://t.co/pwmZYUYvae",TheDrPhilShow,2018-12-11 23:59:40+00:00
1,1072642099437297671,"In the US, ~2 million middle &amp; high school students use electronic nicotine devices, but can vaping be dangerous to their health? Watch @pfizer's Dr. Freda Lewis-Hall discuss the potential health risks. #DrPhil
https://t.co/eVyhStjfJr",DrPhil,2018-12-11 23:59:39+00:00
2,1072641880209412097,"Apple and Apple Iced Salts by Reds E-juice are available at https://t.co/xMlTEWRU22!
PC:- @redsejuice 

#CsVape #VGOD #VapePorn #VapeLyfe #CoilPorn #Vappix #VapeSociety #VapeLove #VapeFriends #Vape4You #QuitSmoke #Vape #Vapor #CaliVapers #TrickLyfe #VapeCommunity #CloudScapeVape https://t.co/bNekJtbqpq",csvape,2018-12-11 23:58:47+00:00
3,1072641842276114433,Who got a juul charger in Des Moines ??,MetalFaceMax,2018-12-11 23:58:38+00:00
4,1072641723308875776,"Remember kids, vaping is a doodoo, game awards said so https://t.co/943RAdQceV",literallly_who,2018-12-11 23:58:10+00:00
5,1072641700571549696,"Local vape shop hosting 3v3 bo4 tourneys $10 entry winners take all

Ur boy is about to clappppp",DFeth_,2018-12-11 23:58:04+00:00
6,1072641489648435202,"Yall gonna regret getting into vaping Juuls
Because with cigs you use a patch to quit but with Juuls they put a USB in your ass
And it takes the doctor 6 tries to put it in the right way",JimboGreenRadio,2018-12-11 23:57:14+00:00
7,1072641294806237185,all I need is my Juul and oil pen. thank you.,christnmcgruder,2018-12-11 23:56:28+00:00
8,1072641270634475521,Y’all really out here vaping? 🤢🤮,TClqrk,2018-12-11 23:56:22+00:00
9,1072641157665079297,I just published Is it a felony to possess a THC oil vape pen? Short answer: YES. https://t.co/IyEIl0TvSZ,SosaLawOffice1,2018-12-11 23:55:55+00:00
10,1072641155265949696,Vaping continues to prove itself as the best birth control. https://t.co/V7c6KGTzu0,Mb_Car1,2018-12-11 23:55:54+00:00
