,TweetID,TweetContent,TweeterUsername,TweetDatetime
0,1238253391903633408,How many juuls can you suck down in one day?,mrcraigulator,2020-03-12 23:59:48+00:00
1,1238253143479156743,"Got alottttt of dirty looks at Target for coughing a little.. relax everyone. i have a nicotine addiction not the coronavirus, would u like to see my juul",aman_duhvirgili,2020-03-12 23:58:49+00:00
2,1238252884623601666,"Vaping strawberry banana waffle juice. State of it. Fucksake, I’ve done crack with rockstars. Game over,man. Game over.",MrGeostak,2020-03-12 23:57:47+00:00
3,1238252751433465861,"Armerah Basin LP 810 #driptip #ecig mouthpiece, shallow low profile, wide bore, made from #vape friendly epoxy resin, twin seals, great for DTL vapers, shown fitted to Smok TFV8 &amp; TFV12 Cloud Beast Tanks. £3.99 each, UK stock, buy here https://t.co/w53YnT9eJH https://t.co/5UXn2H6uEW",armerahuk,2020-03-12 23:57:16+00:00
4,1238252690934829056,"Any smokes will kill ya, but mint juul will make you feel like it",Gr_Garner78,2020-03-12 23:57:01+00:00
5,1238252624438333442,"100k RTs and he'll ""stop"" vaping @DrewServedio  https://t.co/jKzm1Qxkc5",SaraNychole,2020-03-12 23:56:45+00:00
6,1238252611549175809,"I asked my boyfriend to pick up groceries after work in prep for working from home and he came home with juul pods, toilet paper, 2 frozen meals, and chips. He spent $90 at the corner bodega I can see from our window LOL",chloifornia,2020-03-12 23:56:42+00:00
7,1238252526572634113,"THE MORE YOU KNOW: FDA pre-market tobacco applications (PMTA) only apply to products introduced AFTER Feb. 2007. This means low risk, smoke-free #vaping products undergo a lengthy, uncertain &amp; expensive approval process, while deadly combustibles require NO approval. #PMTAreform https://t.co/mBxXEytS15",CASAAmedia,2020-03-12 23:56:22+00:00
8,1238252451716792320,"Armerah Basin LP 810 #driptip #ecig mouthpiece, shallow low profile, wide bore, #vape friendly epoxy resin, twin seals, great for DTL vapers, shown fitted to Custom Vapes 528 Goon, Reload RTA &amp; Sub Ohm SubZero X RDA. £3.99 each, UK stock, buy here https://t.co/w53YnT9eJH https://t.co/ghGK2y4N7E",armerahuk,2020-03-12 23:56:04+00:00
9,1238252397195116550,At this point vaping should be considered biological warfare.,Cyber_Bones,2020-03-12 23:55:51+00:00
10,1238252356053196801,"Interesting article with the staggering fact that smokers are many times as likely to die with Coronavirus. ""Reduce your risk of serious lung disease caused by corona virus by quitting smoking and vaping | Center for Tobacco Control Research and Education"" https://t.co/nxgiYlsMCD",vjohnson1612,2020-03-12 23:55:41+00:00
11,1238252265225551872,Why did I smoke all my juul pods like a fein 😭😭😭,ILoveEd4,2020-03-12 23:55:20+00:00
12,1238252141606813702,"Armerah Basin LP ringless 810 RDA RTA RDTA #driptip #ecig mouthpiece for Kennedy, 528 Custom Vapes Goon, Geekvape, etc. Shallow low profile, wide bore, #vape friendly epoxy resin. Great for DTL vapers and cloud chasers. £3.49 each, UK stock, buy here https://t.co/Ng8tNo5hXp https://t.co/2aUZmjkjPn",armerahuk,2020-03-12 23:54:50+00:00
13,1238252100930482178,"Wayne County’s third recreational marijuana dispensary will open Friday. The Flower Bowl in Inkster will be selling up to 26 strains of flower, dozens of edibles, tinctures, topicals, concentrates, and vape pens beginning at 9 a.m. https://t.co/e5MLImamTp",Veronica2twit1,2020-03-12 23:54:41+00:00
14,1238252072505618432,"it’s not corona, these kids lungs are just failing because they all vape",bictorioo,2020-03-12 23:54:34+00:00
15,1238251980600086530,My Juul prepared my lungs for the coronavirus.,Chris_Wpoky,2020-03-12 23:54:12+00:00
16,1238251939479072770,Podcast: Latest Primary Results; Why Biden Will Win; Coronavirus Impact On Smoking and Vaping https://t.co/8PJD7pz5X9,vapourettesecig,2020-03-12 23:54:02+00:00
17,1238251615796244480,not having any money for juul pods kind of the worst thing to ever happen to me,milldumb,2020-03-12 23:52:45+00:00
