,TweetID,TweetContent,TweeterUsername,TweetDatetime
0,1016109240270942208,"Looking for a new vape....any suggestions?? Been looking but there are soo many options🙃

#Vapegirl #vapeshop #vapenation #gamergirl #Browsingvapes https://t.co/O5CUFntD66",KhaosJunkie,2018-07-08 23:58:15+00:00
1,1016109189129822208,i became a chain vaper this weekend,assleylawro,2018-07-08 23:58:03+00:00
2,1016108974133993473,Will strip for juul pods,cross97se,2018-07-08 23:57:12+00:00
3,1016108764024508416,The only reason I know this is an antivaping and is because of the small copy at the bottom. Juul must be loving the free marketing. Good for them 😆 https://t.co/BMf7De4wI1,danpiddy,2018-07-08 23:56:22+00:00
4,1016108738166513664,"#Repost megannmaryy
・・・
-DOC RDA-
.
Sleek and simple.
.
@TVLSQUAD
.
#planbsupplyco #docrda #rda #dripper #atty #vape #vapegram #vapenation #vapephotography #photography #photographer… https://t.co/iZ3nj17Ute",TVLSQUAD,2018-07-08 23:56:16+00:00
5,1016108424357203974,Restart your shitty vape cloud instagram live video so I can not watch it twice.,glogaloga,2018-07-08 23:55:01+00:00
6,1016108368023511042,DMT vape pens help bring world's strangest drug into everyday life https://t.co/6vSZcej0md,Raysbomb,2018-07-08 23:54:47+00:00
7,1016108334221549569,I lose my juul at least 13 times a day,JordanPMcCabe,2018-07-08 23:54:39+00:00
8,1016108264486944768,Was planning on going back to water and Juul gang today but it’s my dad’s birthday so I’m drinking beer with him.,nate_emme,2018-07-08 23:54:23+00:00
9,1016107821954469892,0-2 on keeping a JUUL for longer than a week,FrequentFlyer23,2018-07-08 23:52:37+00:00
10,1016107707437387776,Kids have been doing this with Vapes and cigarettes for years tho. https://t.co/UXf64VFR2j,qsmith101,2018-07-08 23:52:10+00:00
11,1016107608523116549,we get it u juul how many snapchat stories and instagram stories do u need to post about it to make it fucking known,miruzdavines,2018-07-08 23:51:46+00:00
12,1016107600629391365,Come by and check out the largest selection of e-juice in Houston! Silver Vapes! #ecig #ejuice #eliquid #vape https://t.co/gzvhNOEKQk,SilverVapes,2018-07-08 23:51:45+00:00
13,1016107259875741696,my mom should of named me “where’s my juul”,oliviapaxson,2018-07-08 23:50:23+00:00
14,1016107103197335552,Just trying to vape DMT and die!,annihilatedguy,2018-07-08 23:49:46+00:00
15,1016106866118717441,Who wants to FaceTime and see who can finish a juul pod the fastest ?,slackjawmouth,2018-07-08 23:48:49+00:00
16,1016106855674863618,i just cleaned my car and during that process I found three vape pens,SAROSFTJOSI,2018-07-08 23:48:47+00:00
17,1016106447682375681,I call my juul a ripstick because of how hard I rip that stick dude,bradylampton,2018-07-08 23:47:10+00:00
18,1016106433207787520,If a fellow vaper sees you vaping instead of asking to bum a cigarette do they stop and ask you for some juice?,jesseblueribbon,2018-07-08 23:47:06+00:00
19,1016106393483563009,fat ass vapes and baked ziti 👌,jsowen99,2018-07-08 23:46:57+00:00
20,1016106375917731840,"In all my years, today might be the scariest case of the Sunday Scaries I’ve ever had. 

Drink a lukewarm White Claw. Order food for the 3rd time. Hit your Juul into submission. Play videogames for 9 hours. Binge watch The Office.

Do whatever it takes but stay safe out there.",Thee_Only_LT,2018-07-08 23:46:53+00:00
21,1016106158204096512,"Chris got a fugazi ass juul, Nigga got a fuul.",KiahGivesAShit,2018-07-08 23:46:01+00:00
22,1016106106710523904,would u be allowed to juul in the house! important question,bigbrudddaa,2018-07-08 23:45:48+00:00
23,1016105914879827968,New Vaping Smoant Modula RTA Tank 6ml https://t.co/juT34uzATz https://t.co/HlaFbTxLJF,VapingAve40,2018-07-08 23:45:03+00:00
24,1016105877827440641,I liked a @YouTube video https://t.co/ynrpvQOw43 Not Another Vape Show 153 - Vaping Secrets Exposed!!!,SpringVapingUGA,2018-07-08 23:44:54+00:00
25,1016105836110741505,For the 15-16 year olds hitting their juul or wax pen in class https://t.co/VugANz18LW,EvanAlmighty97,2018-07-08 23:44:44+00:00
26,1016105569239871488,my dad just told me i’m gonna get a heroin addiction from smoking a juul and that’s how my days going. how about yours?,nicolexwrld,2018-07-08 23:43:40+00:00
27,1016105491884331009,"Mi Vape Co. by Vaping for Vapers, by Vapers is #NowPlaying on https://t.co/IBx3JZxB9Y https://t.co/wXwxi0t4hI https://t.co/Kz151f8kY9",CCS_Radio,2018-07-08 23:43:22+00:00
28,1016105484649205760,we were the generation that made cigarettes uncool but then we invented juuls,katiee_megg,2018-07-08 23:43:20+00:00
29,1016105411286618112,You mfs who be smoking juuls but never smoked a cigarette in your life look goofy asf 😂😂 https://t.co/QmhUmBPNHd,broeg_martan,2018-07-08 23:43:03+00:00
30,1016105343326224386,"Im in love with my vape, I like that I can switch up the flavors.",ConsuellaSoSexy,2018-07-08 23:42:46+00:00
31,1016105250393067521,'I bet he vapes' is the new 'I bet he listens to Nickelback [via https://t.co/DJyz1qvC8I] https://t.co/SqjbKvFWIE,favholidayz,2018-07-08 23:42:24+00:00
32,1016105224904302597,I'm just over here listening to joe Rogan and steven tyler hitting my juul dont mind me,eliijahboydd,2018-07-08 23:42:18+00:00
33,1016105183179255808,the highlight of my day is facetiming andres ripping our vapes,4lokoqueen,2018-07-08 23:42:08+00:00
34,1016105076652470272,"""Not A Djarm"" Vape Juice https://t.co/QHull8xBuf #eliquid #couponcode #ejuice #vape #vapelife #vapelyfe https://t.co/FcKbOpgjsc",4_Fox_Sakes,2018-07-08 23:41:43+00:00
