,TweetID,TweetContent,TweeterUsername,TweetDatetime
0,828754778872221696,"The McDonald's worker that just helped me and austin, vaped right in front of us 😂😂",mo_loftin,2017-02-06 23:58:31+00:00
1,828754682420068353,Vapor Joes - Daily Vaping Deals: AUTHENTIC JOYETECH ELITAR PIPE - $41.04 + FREE SHI... https://t.co/Tzuus8lbvA,vaporjoes,2017-02-06 23:58:08+00:00
2,828754359630585856,TFV8 Green Tank by Smok. The Cloud Beast is at Wycked Vapor Lake Dallas TX #wyckedvapor #smok #tfv8 #vapehard #vapor #vape #vapeinstyle https://t.co/XQD0256vrT,WyckedVapor,2017-02-06 23:56:51+00:00
3,828754110191132673,"I'm gonna sit my ass on the couch, enjoy my tea, finish Capt America, and vape my heart out before I do any more adultting tonight.",rebelunicorn_,2017-02-06 23:55:52+00:00
4,828753984189980672,I've just entered a competition to win a £100 voucher to spend on @ECigDirect_UK #vaping #ecigs #competition https://t.co/EkEXP5nYM5,MissSimpson05,2017-02-06 23:55:21+00:00
5,828753931593510912,2 X Free E Liquid Juice #FREE just pay p&amp;p https://t.co/pAZrv94dGe #vape #vaping #vapeshop #vapelife #vapeporn #vapetricks https://t.co/CUv9KGxMqD,sedgepaul,2017-02-06 23:55:09+00:00
6,828753918314291200,"""politically driven attacks on #vaping draw attention away from the solidly established dangers of cig. smoking""
https://t.co/hLI3bPLtzD",eJuiceMonkeys,2017-02-06 23:55:06+00:00
7,828753817076391941,"'Dripping' may be a new, dangerous trend for teens who vape https://t.co/180MSWoepL via @USATODAY",wwbonsta,2017-02-06 23:54:42+00:00
8,828753503040311296,vape Naked Tiger Premium Liquid Mango / Apple / Bubblegum / Lime bisa 10 mil https://t.co/DbH5oNmUr2 #FJBKaskus via @FJBKASKUSID,igzstore,2017-02-06 23:53:27+00:00
9,828753499525672960,I don't think Walt Disney would approve of you vaping in his amusement park sir,hadhuff,2017-02-06 23:53:26+00:00
10,828753405111836672,TFV8 Red Tank by Smok. The Cloud Beast is at Wycked Vapor Lake Dallas TX #wyckedvapor #smok #vapor #vape  #vapeallday #supportlocal https://t.co/OUpihMueE8,WyckedVapor,2017-02-06 23:53:03+00:00
11,828753156595003392,omcn1259 😄🔥🔥🔥💨 https://t.co/Y705KxCIXv,vape_affiliate,2017-02-06 23:52:04+00:00
12,828752898645299200,CHRISTIAN SAID I SMELL LIKE VAPE AND IDK IF THATS A GOOD THING LOL,swiggitydavid,2017-02-06 23:51:03+00:00
13,828752664485883907,MEME GENERATOR shot out ass denim shit vaping khaki   vaginas gone wild,ImMalaria,2017-02-06 23:50:07+00:00
14,828752242429816834,TFV8 Blue Tank by Smok. The Cloud Beast is at Wycked Vapor Lake Dallas TX #wyckedvapor #smok #tfv8 #vapor #vape #subohm #vapefabulous https://t.co/QKxErfiBNr,WyckedVapor,2017-02-06 23:48:26+00:00
15,828752192303677441,My dad rly just hit his vape at the mall,rainexra,2017-02-06 23:48:14+00:00
16,828752185957634050,Vape is a serious drug😓 this is no laughing matter here https://t.co/RGOWqwFImY,DaBrainlessOne,2017-02-06 23:48:13+00:00
17,828751910647767040,"""He had a vape blow up in his face... That's why I don't vape."" #overheardatgamechanger",mhudelson,2017-02-06 23:47:07+00:00
18,828751901365825538,"'Dripping' may be a new, dangerous trend for teens who vape https://t.co/Y8CQnkZe6s",NewsdeskUS,2017-02-06 23:47:05+00:00
19,828751887772041217,Show your support for #ecigs and #vaping with these cool new #T-shirt designs for #vapers. https://t.co/4xSGGDesLO https://t.co/Sci4NUixrw,wahksmusselman,2017-02-06 23:47:02+00:00
20,828751822185709568,i changed my name to vape god kai isnt it good,emtry7,2017-02-06 23:46:46+00:00
21,828751812337496065,"Are you an avid #vaper? Show it off with our custom #T-shirts for vapers! 
https://t.co/9WWTqFs0F1 #tshirts https://t.co/0drBHo4hCg",wahksmusselman,2017-02-06 23:46:44+00:00
22,828751761452052480,"Evening Vapers 🙂💨💨💨💨💨💨💨💨💨

#vaping #vapelife #vapeporn #vapecommunity #vapefam #vapor #ejuice… https://t.co/UJJzVz0hQU",benbeedell,2017-02-06 23:46:32+00:00
23,828751740216422401,Custom #T-shirts for #Vapers! 16 new designs! Get yours today! https://t.co/4xSGGDesLO #tshirts #t-shirts https://t.co/ndEA3KdLDG,wahksmusselman,2017-02-06 23:46:26+00:00
