,TweetID,TweetContent,TweeterUsername,TweetDatetime
0,794328293105430528,Best Electronic Cigarette Brand | E-Cigarette - Vaping Suppliers https://t.co/Dbdog9yPrd,Surimate,2016-11-03 23:59:57+00:00
1,794328250491240448,My mom just said that when it's foggy it's because God's vaping,emmabug087,2016-11-03 23:59:47+00:00
2,794328104097325056,"Please give me a hit of your vape, bro",sexy_bane,2016-11-03 23:59:12+00:00
3,794328061290299392,"#pennystocks #SOCIALMEDIABUZZ 11-3-16 (17)
$UBQU
$USMJ
$VAPE
$VMRI
$VPER
$VTPI
$WARM
$WDRP
$WGEE
$WRAP
$WRFX
https://t.co/sxkQd5c6XU",otc_watch,2016-11-03 23:59:02+00:00
4,794327910052139008,"Must Try - https://t.co/kbWkYdOWTl 
#vitacig #vitamins #healthy #natural #vape #vaping #ecig #ejuice #shisha #hookah #cbd #cannabis #cool https://t.co/ELSclE5TcG",Bots_bz,2016-11-03 23:58:26+00:00
5,794327617344249856,"""Did I just vape?"" -Ariana 2k16 @its_COmeDY_G",arithemom,2016-11-03 23:57:16+00:00
6,794327598943727616,"""i learned vape tricks w my inhaler""",callydeleonn,2016-11-03 23:57:12+00:00
7,794327406802673664,"Tag yourself I'm ""#vape #vapenation #notgay #coolguys"" https://t.co/P3tnYiILy2",honeykurtis,2016-11-03 23:56:26+00:00
8,794327400217792524,"ThorinSwaggen I threw a ""vape nation"" into a senior photo in honor of h3h3productions and HilaKleinH3. Thanks for making me lau… https://t.c",ecigvapeshop,2016-11-03 23:56:24+00:00
9,794327391598497793,barryw37 https://t.co/1jzxHIoSdW 🎃👻Win Some Halloween Treats! Barry DJ vape:live in the studio at she https://t.co/58ASq5N2Xp https://t.co/F,ecigvapeshop,2016-11-03 23:56:22+00:00
10,794327383734177801,katerpii HilaKleinH3 h3h3productions  Brazilian cookies doing vape naysh https://t.co/FFnzUqEFBb #ecigvapeshop #vape #ecig,ecigvapeshop,2016-11-03 23:56:20+00:00
11,794327168167723008,vape juice is an essential oil,fundamental4est,2016-11-03 23:55:29+00:00
12,794327034214236160,The Holidays are right around the corner and we're about to start the 4th week of the VaporDNA Right to Vape... https://t.co/4b15da0PVn,vapordna,2016-11-03 23:54:57+00:00
13,794326976857329679,Head on over to https://t.co/XrcgyQSZZK for great vaping necessities,RooseyVapes,2016-11-03 23:54:43+00:00
