,TweetID,TweetContent,TweeterUsername,TweetDatetime,TweetLongitude,TweetLatitude,TweetPlace
0,1590132032545337344,a stranger asked me for a cigarette today and i didn’t have one because i switched to vaping and i felt so bad i’m going to carry cigarettes just in case someone asks me for one again,twrestriction,2022-11-08 23:59:54+00:00,,,
1,1590131999351898112,Elf bar vape giveaway https://t.co/LFJrYH6PMb,Vickiet00788466,2022-11-08 23:59:46+00:00,,,
2,1590131875108229122,this mf just hit his vape in the hallway 😭 feenin fr,osheititsx,2022-11-08 23:59:16+00:00,,,
3,1590131820175106048,"y’all be sharing and slobbering on those vape things like a cock, it is so disturbing",xxxgengar,2022-11-08 23:59:03+00:00,,,
4,1590131702084800513,Waiting to vote and my friend notices that someone left their vape and the person behind us went “damn that’s so sad…what flavor is that” 😂,mang0cryptid,2022-11-08 23:58:35+00:00,,,
5,1590131403601375232,love getting off the subway and waving to my vape man ❤️,oatmilf1,2022-11-08 23:57:24+00:00,,,
6,1590131270373502977,left my vape at home How am i gonna survive until i get back,0320wrId,2022-11-08 23:56:52+00:00,,,
7,1590131267101753344,GIVE ME WHATEVER THIS SHIT IS I AM VAPING KEEP YOUR FOOD,Milrandor,2022-11-08 23:56:51+00:00,,,
8,1590131265155764225,I just wrote a review on THC-B Vape Cartridges - Bundle https://t.co/syg4yC6jGl via @yotpo,boopsahoy,2022-11-08 23:56:51+00:00,,,
9,1590131052303233025,"Omg, where the fuck is my VAPE 👀",3nvyM3x3,2022-11-08 23:56:00+00:00,,,
10,1590130069217107969,My life is shitty and falling apart but at least I don’t vape,ZebbyToure,2022-11-08 23:52:06+00:00,,,
11,1590129916284407808,I’ve made 6 hours without vaping today and I’m literally about to break. I need a puff. 😭🤣🥹,Rizzzuuhhh,2022-11-08 23:51:29+00:00,,,
12,1590129631902183424,Synth wave and CBD vape https://t.co/dwtJsR0164,KailashKun,2022-11-08 23:50:22+00:00,,,
13,1590129606727585792,i haven’t vaped in exactly a week :O i am transforming,cruemxrge_x,2022-11-08 23:50:16+00:00,,,
14,1590129362741133312,How many vape and CBD stores does America need?,clay_senator,2022-11-08 23:49:17+00:00,,,
15,1590129325600559104,IS CBD OIL THE SAME AS CBD VAPE JUICE? - https://t.co/1Rid7kSiEo #CBDTelegraph #CBDOil #CBD,cbdtelegraphla,2022-11-08 23:49:09+00:00,,,
16,1590129313541951488,"in an effort to quit vaping, i just bought a pack of cigarettes",stphnptrck,2022-11-08 23:49:06+00:00,,,
17,1590129207644127233,the fact that i just voted for the right to an abortion and a flavored vape on the same ballot… miss usa girl focus on urself ur worried about the wrong things rn,ginagelphman,2022-11-08 23:48:40+00:00,,,
18,1590129095341666304,Boy I’ll never in my life fw a girl who vape or smoke cigs,MattMatt23_,2022-11-08 23:48:14+00:00,,,
19,1590128909407817728,can we go back to 2019 summrs triller posts where he cheefed a juul,Zehi2928,2022-11-08 23:47:29+00:00,,,
20,1590128811299188738,make bets as to whether or not i will hold true to my claim that i would stop vaping as soon as this thing ran out,ultrapilot99,2022-11-08 23:47:06+00:00,,,
21,1590128575130525696,i wanna quit vaping but it’s an oral fixation .. i hate the flavours and the way it makes me feel but i like the action of hitting it,popsgrac3,2022-11-08 23:46:10+00:00,,,
22,1590128504825614337,is it cool i rip my vape in the the voting booth idk,maggiessophia,2022-11-08 23:45:53+00:00,,,
23,1590128480142102529,Holding my vape like young boy hold a cigarette,Dewbie19,2022-11-08 23:45:47+00:00,,,
24,1590128414971035650,"today anthony bought me coffee, a vape, my fav shade of yellow paint 😂 ordered a word search book off amazon for us to do together, got me a coloring book too, and now he’s voluntarily PAINTING WITH ME 😭 if we weren’t already engaged i’d propose to him i swear",Heather12818,2022-11-08 23:45:31+00:00,,,
25,1590128335480553473,qpp goals is kassie explaining vape logistics to me ❤️,meyersarmisen,2022-11-08 23:45:12+00:00,,,
26,1590128335371190272,"tw// vaping
.

.

.

NAH CUZ U EVER DRINK PEPSI AFTER A HIT 😭😭",Fun_D1p,2022-11-08 23:45:12+00:00,,,
27,1590128300256825344,Vaping in the polling booth,rtnordy,2022-11-08 23:45:04+00:00,,,
28,1590128214399385601,Wearing flip flops at home depot,empty_juul,2022-11-08 23:44:44+00:00,,,
29,1590128194644217857,"Thanks to an opportunity provided by Cornell University, biology students had a chance to explore the effects of vaping liquid on cells.  Active paramecium cells quickly slowed and died after being exposed to vaping fluid. https://t.co/xiVvIi0L3P",WASDWRECKERS,2022-11-08 23:44:39+00:00,,,
30,1590128074888470529,"My life is a series of, where’d I set my vape &amp; where did this bruise come from. Over and over again",haiimkaylaa,2022-11-08 23:44:10+00:00,,,
31,1590127982194089987,Types of disposable vapes with ultimate guidance https://t.co/pmICX9XGaO,hemp_popular,2022-11-08 23:43:48+00:00,,,
32,1590127764912603136,fuck a vape I want a cigarette in this weather,dannycavral,2022-11-08 23:42:56+00:00,-118.668404,33.704538,"Los Angeles, CA"
33,1590127754271686658,Day 3 of quitting vaping. I wake up 7 times every night and I am hungry all the time. I bought and ate half a pack of bacon today. I am constantly both full of energy and tired as a dog with brain fog. Music sounds better. Also I have a 24/7 boner,somerset_young,2022-11-08 23:42:54+00:00,,,
34,1590127743403819008,Where the fuck is my juul,sampucketttwt,2022-11-08 23:42:51+00:00,,,
35,1590127706393706496,I’m getting my vape tomorrow wooooooo,yourbabystrawb,2022-11-08 23:42:43+00:00,,,
36,1590127313186099200,Ppl around me be vaping and here I am using my inhaler so I don’t decease,loeyjunmyeon,2022-11-08 23:41:09+00:00,,,
37,1590127297516142593,Just tossed vapes … grabba &amp; woodz getting banned this week too 🤝🏽,romeytalley,2022-11-08 23:41:05+00:00,,,
38,1590127271418810368,"I literally cant stand any1 anymore. Also follow up on my last tweet, i got scammed and sum kid stole my vape but gave it back after he almost ran it dead. Ppl suck. Its chill tho bc sum other chic is gonna buy me 1.",syl_st4rz,2022-11-08 23:40:59+00:00,,,
39,1590127237827006465,Fun Fact: Speed does not vape or smoke,FactsSpeed,2022-11-08 23:40:51+00:00,,,
40,1590127087675113472,vape accessories bulk sale https://t.co/GuBq0z8NFV,GRin59403713,2022-11-08 23:40:15+00:00,,,
41,1590127078342815745,never vaping again that shit is nasty. cigarettes r 4ever,roxluvzfood,2022-11-08 23:40:13+00:00,,,
42,1590126776315187200,Yeah I quit alcohol and weed but I started vaping. Not much better but it definitely helps,LKelizard,2022-11-08 23:39:01+00:00,,,
43,1590126686917390337,westech has the new anti vaping club. what the fuck do they do? go around with metal detectors and just take the shit,penniesforlunch,2022-11-08 23:38:39+00:00,,,
44,1590126629652946944,finally quitting my vape https://t.co/KDzajoTLlB,IsStalling,2022-11-08 23:38:26+00:00,,,
45,1590126517870219264,Strawberry vape is the best dessert !! 🍓,SkinnyBodyWin,2022-11-08 23:37:59+00:00,,,
46,1590126486434254848,My sister left her vape here….I’m back girls,TheKimbino,2022-11-08 23:37:52+00:00,,,
47,1590126353474813952,also day 2 of no vape and i've just been eating candy and actual meals to cope,b4ckhurts,2022-11-08 23:37:20+00:00,,,
48,1590126289075441664,Vaping in the bathroom stall,boobiesonfire,2022-11-08 23:37:05+00:00,,,
49,1590126284117774336,the concept of me having my vape in my hands everywhere i go is so strange to me . like why tho?,riddimrice,2022-11-08 23:37:03+00:00,,,
50,1590126075316965376,"Day 1 of no vaping

Already feel like punching something

Live on twitch with ranked",WeThePeople1_TV,2022-11-08 23:36:14+00:00,,,
51,1590126004512509952,I just swallowed my juul 😰,catvaIentinetwt,2022-11-08 23:35:57+00:00,,,
52,1590125941182717952,"I never in my life want to touch a vape pen, that addiction is wild right now",the_kid_bey,2022-11-08 23:35:42+00:00,,,
53,1590125901861339138,Vape Shop Takes Last Spot at Gaithersburg Retail Center https://t.co/z4slrgYv9b,RKhodadadian,2022-11-08 23:35:32+00:00,,,
54,1590125879363252224,this but with a juul,cerezamagia,2022-11-08 23:35:27+00:00,,,
55,1590125466882830338,The kids literally ask for bathroom passes to go vape. Y'all have no clue.,ShadesofTrey_,2022-11-08 23:33:49+00:00,,,
56,1590125296937680896,Where the fuck is my juul,carlyshaytwt,2022-11-08 23:33:08+00:00,,,
57,1590124800667947008,I ALMOST LOST MY VAPE IN THE PIT,REALSUPERDARK,2022-11-08 23:31:10+00:00,,,
58,1590124621558607872,"Two people have been arrested on Nov. 2, in connection with an armed robbery and shooting that took place on Oct. 25 at a Lexington vape store. https://t.co/mPbUkz0Duc",FOX56News,2022-11-08 23:30:27+00:00,,,
59,1590124594811527176,just bought a vape https://t.co/EjJqwneuuN,tobiasoutsold,2022-11-08 23:30:21+00:00,,,
60,1590124532542496768,Why vape when you can follow this account👀,Dont_Vape_Bot,2022-11-08 23:30:06+00:00,,,
61,1590124389542297600,"the only food in the house is black coffee, vape, and a copy of war and peace",fivefootsixworm,2022-11-08 23:29:32+00:00,,,
