,TweetID,TweetContent,TweeterUsername,TweetDatetime
0,1187519046868180992,"As a father and as Governor of MN, the increasing rates of youth vaping is deeply concerning to me. We cannot sit idly by as our kids are targeted by Big Tobacco’s latest marketing scheme. That’s why I traveled across MN to hear directly from our students and our teachers. https://t.co/U264XGjHsa",GovTimWalz,2019-10-24 23:59:38+00:00
1,1187518759164170240,"People using Juuls been real quiet lately, that fuck Juul trend over already? Or are y’all dead?",_nullee,2019-10-24 23:58:29+00:00
2,1187518744177893376,"Put the juul down, grow up and smoke a new port to the bud",_IncaKola,2019-10-24 23:58:26+00:00
3,1187518721738362883,"I watched multiple cars just throw their cigarettes out the window like it’s nothing. It’s disgusting. I’d love to see tobacco banned and blown up just like juuls/vapes. Proven to cause all kinds of health issues, people smoke cigarettes just as much as a juul, etc",laurhutchings,2019-10-24 23:58:20+00:00
4,1187518649843769344,"""OneMoreGameOneMoreGame"" 

Chugs gfuel, hits vape. 

*Joins match*

@GFuelEnergy @CallofDuty #ModernWarfare",TheTimmyTickles,2019-10-24 23:58:03+00:00
5,1187518618403311618,"Vaping-related lung injuries rise to 1,604 cases nationwide, CDC says https://t.co/q7m516MRw0 https://t.co/LpusaAVigH",herbtechno,2019-10-24 23:57:56+00:00
6,1187518591949836289,The facts on vaping: is it safe? https://t.co/sTjFwVXrIN,laurieisreading,2019-10-24 23:57:50+00:00
7,1187518493861797893,Lost my juul therefore I quit juuling so credit to me,eastonnorman,2019-10-24 23:57:26+00:00
8,1187518399901044736,ON MY WAY – versi vape/vapor berwarna https://t.co/1fPuUHtUyD https://t.co/w5lq1wpfeo,ECIGCANADAZONE,2019-10-24 23:57:04+00:00
9,1187518334419361792,I’ve quit the juul 7 times now going on 8 :),BissellSuccBoi,2019-10-24 23:56:48+00:00
10,1187518180039593984,"I sobered up, and I got to thinkin, girl you ain’t much fun since I quit vaping",Scissom33,2019-10-24 23:56:11+00:00
11,1187518080324374537,Is it just me or does anyone else think that the companies involved in this vaping crisis have an ulterior motive of population control....,jloyslhe10,2019-10-24 23:55:48+00:00
12,1187518027530674176,That’s exactly how this ban gets dangerous! There are no flavorings concentrated enough and safe to vape at a grocery store! https://t.co/wTAfr94Obn,eJuicefairy,2019-10-24 23:55:35+00:00
13,1187518004411686913,"""VAPING MARIJUANA"" - THE ILLEGAL BLACK MARKET THC CARTRIDGES - to be exact, and you cannot tell the difference they look exactly the same as the legal ones in dispensaries is what is making people SICK and... https://t.co/uFs5khzuOO",laurieisreading,2019-10-24 23:55:29+00:00
14,1187517988439838720,New: Double Chalupa Box by Taco Bell Food / Drink Review 2019  https://t.co/z8lT3JrATh #vapeon #vapefam #Ecig #VapeCommunity #VapingTrain,Vaping_Train,2019-10-24 23:55:26+00:00
15,1187517942587674625,Is CPAP like vaping,essbeeay,2019-10-24 23:55:15+00:00
16,1187517775121657857,"when I’m on my death bed, I’m gonna roll over and look at my mom and say “hand me the juul”",aurroraagrace,2019-10-24 23:54:35+00:00
17,1187517769689882624,SnowPlus Brings its Innovative Vape Designs and Technology to the Global Market https://t.co/SleS9WlbsH,feed_stocks,2019-10-24 23:54:33+00:00
18,1187517563648925696,"Looking for Re-Lax CBD? We got what you need! Vape Responsibly! Come in today for all your Vaping needs! Our hours are 10-9 Monday - Friday, 11-7 on Saturday and 12-6 on Sunday. Vape Responsibly! #Vape #vaping #vapor… https://t.co/y5Q2Yj7FVC",Urban_Vapor,2019-10-24 23:53:44+00:00
19,1187517498607972353,The Vaping ban is stupid it puts local businesses out of money puts vapers at risk for smoking and feels like the state trying to parent the individual citizen in a way @charliebaker I still have respect for you as our governor that’s why I hope you end this ban #wevotewevape,anonymous171631,2019-10-24 23:53:29+00:00
20,1187517482350895104,I give my weed to her anyways when I buy it I just smoke a little of it I smoke blacks b cigs n vape that’s shit ain’t good but yeah,romeogets,2019-10-24 23:53:25+00:00
21,1187517447735250945,3 more people charged in Wisconsin THC vape manufacturing - Canadian Business https://t.co/zkORUgIY1n,cdnbiz,2019-10-24 23:53:17+00:00
22,1187517395268702208,Your Vape Litter Is Becoming an Environmental Disaster https://t.co/GAzob6uwKp via @EARTH3R,thegirlinhr,2019-10-24 23:53:04+00:00
23,1187517322355007488,Vaping regulations are result of moral panic and nothing more. #WeVapeWeVote #VapeBan #vape,WhatsInTheBox15,2019-10-24 23:52:47+00:00
