,TweetID,TweetContent,TweeterUsername,TweetDatetime
0,1347331978304106497,new headcanon: boombox vapes https://t.co/ml3OT23mKx,roefizzlebeef,2021-01-07 23:59:10+00:00
1,1347331737504931843,a nice guy just paid for my juul pods at the gas station 😢😢😢,mabraymenielle,2021-01-07 23:58:13+00:00
2,1347331017590231041,"We're back! Drugs Wrap number 23 coming in hot to an inbox near you. Read all the latest here: 

https://t.co/ZuwaOfwZo9

#vaping #harmreduction #cannabis #JonOssoff #drugs #drugreform",DrugsWrap,2021-01-07 23:55:21+00:00
3,1347330892801314816,asked a smoke shop in san francisco if they had disposable vapes and this mf gets a black plastic bag from behind the counter,fuckitweballs,2021-01-07 23:54:51+00:00
4,1347330689079848960,"Vaping is now widely accepted, and anyone wishing to delve into it will need a top quality vape starter kit, which is more user-friendly than box mods. 

Vaping technology is continuously evolving to achieve the best performance.

https://t.co/icvhTMYKmq https://t.co/7Nm6lz9KJf",420intel,2021-01-07 23:54:03+00:00
5,1347330010017837058,doing hot girl shit rn (i.e. painting my nails while vaping weed and watching jerma play a famiclone system),YkAshley14,2021-01-07 23:51:21+00:00
6,1347329911992713216,need to buy more juul pods while they’re still 40 for 2 https://t.co/2Vzfhc31XA,Y2Komrade,2021-01-07 23:50:57+00:00
7,1347329465307734016,"New Vaping Bill: Effective March 2021 No More Mail Order Of CBD &amp; Delta-8 THC Vape Carts
https://t.co/uvOFIWlrUM https://t.co/GtDqC4FW0j",DendeCannabist,2021-01-07 23:49:11+00:00
8,1347328773306376201,"Not juuling, but relxing",7isonline,2021-01-07 23:46:26+00:00
9,1347328701919232006,"i don’t smoke the vape, i am the vape",vacuum_biscuit,2021-01-07 23:46:09+00:00
10,1347328415041519618,So I used to take cbd oil for the longest time then one day I had a bad reaction because I think I took too much lmao now I’m trying it again because my antidepressant fucked me up and gave me a tremor. I got a vape pen so maybe that’ll be better for me than the oil 😭,hemp_worx,2021-01-07 23:45:00+00:00
11,1347328312952172544,why is the pod in my vape about to be dry as ben shapiro's wife and why do I only have 14 bucks till next thursday :/,redxD_,2021-01-07 23:44:36+00:00
12,1347328271764041734,do yall think johnny vapes,sh4dowlude,2021-01-07 23:44:26+00:00
13,1347327882914312192,"Vaping can deliver toxic metals into your lungs, that’s metal in your lungs.",TuesdayMornin,2021-01-07 23:42:54+00:00
14,1347327803495243776,📷 Do you like a Ramen? 🤩🐼 Shop our Ramen Bowl mini rig from @empireglassworks #puffinpandasa #PuffinPanda #PuffinPandaSA #SanAntonio #Texas #SmokeShop #Bongs #Pipes #CBD #Vape #VapeLife #420 #Smoke #HighLife #PuffPuffPass #Panda #PandaLife... https://t.co/4N5UpBRJZd,puffinpandasa,2021-01-07 23:42:35+00:00
15,1347327420257480705,This nigga got the vape graveyard https://t.co/BeFJDoNSVO,norfsidepatek,2021-01-07 23:41:03+00:00
